Product code,Product label,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
'7302,"""Railway or tramway track construction material of iron or steel, the following : rails, check-rails ...",48398,26978,34509,29508,72038,51982,60330,48633,30452,21907,31894,38968
'7303,"Tubes, pipes and hollow profiles, of cast iron",15064,26188,35020,51534,24627,15332,12312,25777,48414,42857,42421,58558
'7304,"Tubes, pipes and hollow profiles, seamless, of iron or steel (excluding products of cast iron)",52149,54249,59674,50152,43183,30572,32958,40080,42224,36828,48017,74630
'7305,"""Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of ...",230027,234911,161247,141427,193877,180047,124297,323118,257534,249844,195317,432874
'7306,"""Tubes, pipes and hollow profiles """"e.g., open seam or welded, riveted or similarly closed"""", ...",1336920,1426372,1347003,1357741,1018790,832299,1154676,1266626,1124429,1007657,1687386,1922813
'7307,"""Tube or pipe fittings """"e.g. couplings, elbows, sleeves"""", of iron or steel""",129589,133665,127425,141943,121873,102993,107538,127451,138477,128779,176472,196007
'7308,"""Structures and parts of structures """"e.g., bridges and bridge-sections, lock-gates, towers, ...",1101595,1344289,1472573,1475314,1244994,1000592,1047421,1213400,1377381,1406207,1837795,2455473
'7309,"""Reservoirs, tanks, vats and similar containers, of iron or steel, for any material """"other ...",89613,94898,92073,108640,96182,83356,77829,90250,106459,79298,77693,100317
'7310,"""Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material ...",128945,113834,116876,121218,122299,112155,123728,126699,133061,141486,185102,233634
'7311,"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ...",110695,119984,175234,148143,140529,130211,125959,143118,182484,183838,240493,288369
'7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel (excluding ...",146670,132149,135213,129026,96355,90556,113368,146939,157999,120475,194646,234539
'7313,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",9797,9467,7366,8096,8358,6101,4750,8270,10038,15996,20113,25115
'7314,"Cloth, incl. endless bands, grill, netting and fencing, of iron or steel wire, expanded metal ...",55397,42562,50092,44495,40209,40906,37626,57132,65587,88488,141395,176260
'7315,"Chain and parts thereof, or iron or steel (excluding watch chains, necklace chains and the ...",14137,17231,19319,24188,21793,17512,24001,23768,22633,21535,29922,39414
'7316,"Anchors, grapnels and parts thereof, of iron or steel",744,1649,2319,1863,2027,1741,1967,2564,2701,4213,4085,5065
'7317,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",26610,27511,34798,36814,40899,35531,43908,57362,64502,64638,102558,113027
'7318,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter pins, washers, incl. ...",266316,248009,284855,330605,287405,308678,365430,470141,487336,446478,645840,803915
'7319,"Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar ...",1332,1160,1015,1671,1100,842,1056,1001,1069,764,804,1203
'7320,"Springs and leaves for springs, of iron or steel (excluding clock and watch springs, springs ...",76943,90532,101522,114659,99004,110561,106773,119684,110958,91712,124147,143228
'7321,"Stoves, ranges, grates, cookers, incl. those with subsidiary boilers for central heating, barbecues, ...",343277,361866,394018,438857,326695,305391,345939,352252,427109,436708,579031,578499
'7322,"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel; ...",447533,455519,451057,451750,387750,366453,426344,457568,462303,434144,656950,527702
'7323,"Table, kitchen or other household articles, and parts thereof, of iron or steel; iron or steel ...",215843,232547,281118,313454,254582,225124,233932,252313,286940,277667,381366,389753
'7324,"Sanitary ware, and parts thereof, of iron or steel (excluding cans, boxes and similar containers ...",82718,80862,86242,83751,65861,60953,59517,63040,68571,65644,91147,91785
'7325,"Articles of iron or steel, cast, n.e.s.",188556,182332,200795,210499,161263,172422,197390,253520,282123,264638,328715,411584
'7326,"Articles of iron or steel, n.e.s. (excluding cast articles)",625514,629915,613750,628610,587733,679812,765098,857224,789903,727880,972382,1185046
'7401,"""Copper mattes; cement copper """"precipitated copper""""""",13,4,4,122,10,97,882,5157,3803,3216,55,335
'7402,"Copper, unrefined; copper anodes for electrolytic refining",487,1463,706,36,44,220,53,97,66,312,596,60
'7403,"Copper, refined, and copper alloys, unwrought (excluding copper alloys of heading 7405)",89794,91475,135130,97745,48406,54562,75875,126106,125076,198410,272017,250732
'7404,"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ...",30464,56734,133202,105384,55487,46800,34794,57423,57205,31525,17506,48202
'7405,"""Master alloys of copper (excluding phosphorus-copper compounds """"copper phosphide"""" containing ...",1214,611,20,47,148,313,14,9,12,44,81,356
'7406,"Powders and flakes, of copper (excluding grains of copper and spangles of heading 8308)",6239,20318,7654,10386,4452,5058,5145,8256,7390,4383,8251,11613
'7407,"Bars, rods and profiles, of copper, n.e.s.",65354,73763,60527,74880,69866,57988,83987,114486,67115,66561,131785,182018
'7408,"Copper wire (excluding surgical sutures, stranded wire, cables, plaited bands and the like ...",453831,400958,363227,349953,357261,365412,476180,583402,478366,474458,814320,777284
'7409,"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excluding expanded sheet ...",113458,114149,111115,116541,102767,95462,128248,169592,115495,130655,266794,313597
'7410,"""Copper foil """"whether or not printed or backed with paper, paperboard, plastics or similar ...",29158,29341,20851,18077,13945,10590,12726,21574,14852,13860,29444,25429
'7411,Copper tubes and pipes,37813,35280,39215,35559,33076,31264,40361,48750,41927,48068,94617,107142
'7412,"""Copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""",79001,88486,108832,125886,108952,103105,124556,149432,157246,168770,227811,205084
'7413,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",460553,440892,396330,380239,316452,280481,397504,449841,378381,361910,639169,616340
'7415,"""Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...",3997,5357,6059,6216,5540,6194,6714,6108,6001,4891,6027,5241
'7418,"Table, kitchen or other household articles, sanitary ware, and parts thereof, of copper; pot ...",3765,4000,5704,7160,6715,6064,5775,4929,4955,5042,7714,7559
'7419,"Other articles of copper, n.e.s.",16236,21176,33190,21487,46072,51255,48774,48140,66641,68910,83709,112307
'7501,"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy :",0,10,0,0,1409,13897,34492,62428,31176,63129,87441,124624
'7502,Unwrought nickel,2458,3457,5488,5446,1755,2037,2876,2379,9916,18121,24345,36937
'7503,"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...",4791,3865,4825,6892,3497,4380,4537,6107,8070,5950,10771,6465
'7504,"Powders and flakes, of nickel (excluding nickel oxide sinters)",396,604,1396,1539,2096,1120,1269,2173,2332,2668,2028,3937
'7505,"Bars, rods, profiles and wire, of nickel (excluding electrically insulated products)",232,156,294,564,948,942,1389,828,788,2718,268,1077
'7506,"Plates, sheets, strip and foil, of nickel (excluding expanded plates, sheets or strip)",230,178,484,171,101,159,25,49,108,639,480,399
'7507,"""Tubes, pipes and tube or pipe fittings """"e.g., couplings, elbows, sleeves"""", of nickel""",157,369,635,202,97,22,17,343,115,125,337,818
'7508,"Articles of nickel, n.e.s. (excluding powder, flakes, bars, profiles, wire, plates, sheets, ...",1416,17210,13643,6448,2104,1352,1157,1019,25163,13995,15741,20352
'7601,Unwrought aluminium,112864,81484,51466,89637,104559,58536,91101,144321,154552,85331,452100,729176
'7602,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",22273,15702,21469,32324,29654,28455,31259,47559,27888,23102,29718,40199
'7603,"Powder and flakes, of aluminium (excluding pellets of aluminium, and spangles)",1597,3682,4582,6499,7566,6338,4099,6436,6606,1287,2330,6964
'7604,"Bars, rods and profiles, of aluminium, n.e.s.",628797,613759,608560,655316,605666,576558,674486,824074,879431,995888,1791660,2383632
'7605,"Aluminium wire (excluding stranded wire, cables, plaited bands and the like and other articles ...",29790,48593,39510,37647,68038,35114,33368,35332,21959,21293,17771,109614
'7606,"Plates, sheets and strip, of aluminium, of a thickness of > 0,2 mm (excluding expanded plates, ...",551568,485051,499202,527049,503893,492887,525400,637694,642563,549364,1073118,1255642
'7607,"""Aluminium foil, """"whether or not printed or backed with paper, paperboard, plastics or similar ...",191652,229429,242723,240426,260210,271133,317899,413501,391721,345163,474159,682393
'7608,Aluminium tubes and pipes (excluding hollow profiles),38673,36080,42563,47762,35658,34973,35617,33594,33857,33245,38401,47747
'7609,"""Aluminium tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""",11753,11151,17557,19147,14244,15927,23628,22076,24804,20827,24491,25921
'7610,"""Structures and parts of structures """"e.g., bridges and bridge-sections, towers, lattice masts, ...",206189,235724,279923,305915,233253,217288,217198,233923,345484,359141,434966,545106
'7611,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",2016,1788,2328,2503,2567,2374,1850,3674,4350,3268,5674,4776
'7612,"Casks, drums, cans, boxes and similar containers, incl. rigid or collapsible tubular containers, ...",52113,62069,68819,66761,66620,63557,77324,83642,73997,67301,76725,99682
'7613,Aluminium containers for compressed or liquefied gas,10601,9518,13117,16633,9981,9455,13198,17908,21721,24478,25218,19636
'7614,"Stranded wire, cables, plaited bands and the like, of aluminium (excluding such products electrically ...",105091,111113,136409,164708,67629,43196,38905,43358,60318,85430,106868,156019
'7615,"Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, ...",60283,76549,98103,116912,118094,116282,144492,170971,179036,196019,267962,219961
'7616,"Articles of aluminium, n.e.s.",206294,182912,217240,241845,236077,251252,282391,276955,248560,249760,352581,381623
'7801,Unwrought lead :,1683,5008,4943,2158,1800,1362,3651,3712,13213,10337,8286,32020
'7802,"""Lead waste and scrap (excluding ashes and residues from lead production """"heading No 2620"""", ...",1,1,97,2,43,4,2,1,0,2,1,0
'7804,"Lead plates, sheets, strip and foil; lead powders and flakes (excluding grains of lead, and ...",1550,841,1339,2373,3201,2437,2817,1635,1665,943,962,1183
'7806,"Articles of lead, n.e.s.",4427,3881,8543,11294,13694,23024,19247,16743,14638,17989,30950,29249
'7901,Unwrought zinc :,3726,4421,5054,4950,6464,5769,3943,5328,5172,3183,6515,134290
'7902,"""Zinc waste and scrap (excluding ash and residues from zinc production """"heading 2620"""", ingots ...",4566,4153,2968,2302,1151,1637,710,1073,1000,263,737,217
'7903,"Zinc dust, powders and flakes (excluding grains of zinc, and spangles of heading 8308)",133,246,94,114,327,597,408,240,187,40,94,129
'7904,"Zinc bars, rods, profiles and wire, n.e.s.",994,933,551,825,805,788,1403,2070,475,824,884,1659
'7905,"Zinc plates, sheets, strip and foil",467,596,870,603,234,235,434,78,261,81,547,1963
'7907,"Articles of zinc, n.e.s.",6925,8200,8064,10111,13638,16231,16888,7131,3851,2762,7746,5414
'8001,Unwrought tin,1421,930,868,166,159,1301,1298,1964,5580,5548,12905,32586
'8002,"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...",32,0,252,306,698,439,299,2,143,259,199,351
'8003,"Tin bars, rods, profiles and wire, n.e.s.",701,266,81,103,58,89,75,132,1322,1561,2162,4728
'8007,"Articles of tin, n.e.s.",9,2,278,677,242,141,76,7,15,7,39,155
'8101,"""Tungsten """"wolfram"""" and articles thereof, n.e.s.; tungsten waste and scrap (excluding ash ...",5338,3925,4727,5370,1249,2609,4995,7603,5196,3755,11834,12907
'8102,"Molybdenum and articles thereof, n.e.s.; molybdenum waste and scrap (excluding ash and residues ...",102,70,43,26,164,88,50,264,27,26,92,364
'8103,"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ...",0,7,467,47,9,0,1,118,107,35,84,181
'8104,"Magnesium and articles thereof, n.e.s.; magnesium waste and scrap (excluding ash and residues ...",2386,3291,3572,2714,2744,4980,11582,9480,27349,46984,52886,154940
'8105,"Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, ...",89,47,218,181,160,297,1009,2969,3196,56248,93179,13560
'8106,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",0,1,0,18,1,1,37,0,0,8,20,85
'8107,"Cadmium and articles thereof, n.e.s.; cadmium waste and scrap (excluding ash and residues containing ...",3,10,6,52,39,12,17,2,0,0,9,0
'8108,"Titanium and articles thereof, n.e.s.; titanium waste and scrap (excluding ash and residues ...",1059,710,25200,47517,1150,785,1481,1898,62701,38938,26769,30594
'8109,"Zirconium and articles thereof, n.e.s.; zirconium waste and scrap (excluding ash and residues ...",118,17,33,17,2,2,12,7,1,3,14,10
'8110,"Antimony and articles thereof, n.e.s.; antimony waste and scrap (excluding ash and residues ...",89,1101,3315,1148,848,1360,3454,2947,1561,493,1314,4863
'8111,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",27,434,622,1022,21,17,59,0,57,204,196,772
'8112,"""Beryllium, chromium, germanium, vanadium, gallium, hafnium """"celtium"""", indium, niobium """"columbium"""", ...",4121,4497,525,537,1694,1183,545,620,1069,727,513,855
